127.0.0.1 - - [21/Jul/2015:14:47:23 +0200] "GET /cargocpc/index.html HTTP/1.1" 200 124
192.168.123.146 - - [21/Jul/2015:14:48:13 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.13/_/download/resources/com.atlassian.jira.project-templates-plugin:project-templates-plugin-resources/AddProjectView.js?locale=fr-FR HTTP/1.1" 200 12250
192.168.123.146 - - [21/Jul/2015:14:48:13 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.13/_/download/resources/com.atlassian.jira.project-templates-plugin:project-templates-plugin-resources/ProjectKeyGenerator.js?locale=fr-FR HTTP/1.1" 200 5667
192.168.123.146 - - [21/Jul/2015:14:48:13 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.13/_/download/resources/com.atlassian.jira.project-templates-plugin:project-templates-plugin-resources/RemoteProjectsCreatedMessage.js?locale=fr-FR HTTP/1.1" 200 2921
192.168.123.146 - - [21/Jul/2015:14:48:13 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.2.18/_/download/resources/com.atlassian.plugins.jira-project-creation:project-creation-resources/xdr.js?locale=fr-FR HTTP/1.1" 200 2745
192.168.123.146 - - [21/Jul/2015:14:48:13 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.2.18/_/download/resources/com.atlassian.plugins.jira-project-creation:project-creation-resources/project-creation.js?locale=fr-FR HTTP/1.1" 200 28514
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/1.2.18/_/download/resources/com.atlassian.plugins.jira-project-creation:project-creation-resources/project-creation-soy.js?locale=fr-FR HTTP/1.1" 200 2819
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/3.53/_/download/resources/com.atlassian.analytics.analytics-client:js-events/store.js HTTP/1.1" 200 6267
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/3.13/_/download/resources/com.atlassian.jira.project-templates-plugin:project-templates-plugin-resources/ProjectTemplatesList.soy.js?locale=fr-FR HTTP/1.1" 200 4081
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/3.53/_/download/resources/com.atlassian.analytics.analytics-client:js-events/atlassian-analytics.js HTTP/1.1" 200 8290
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.53/_/download/resources/com.atlassian.analytics.analytics-client:policy-update/policy-update.js?locale=fr-FR HTTP/1.1" 200 5
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/3.3.13/_/download/resources/com.atlassian.plugins.atlassian-nav-links-plugin:application-header-administration-cog-resource/cog.js HTTP/1.1" 200 884
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.3.13/_/download/resources/com.atlassian.plugins.atlassian-nav-links-plugin:administration-shortcuts-resources/adminnavlinks.js?locale=fr-FR HTTP/1.1" 200 1415
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/3.3.13/_/download/resources/com.atlassian.plugins.atlassian-nav-links-plugin:administration-shortcuts-resources/adminshortcuts-soy.js?locale=fr-FR HTTP/1.1" 200 1064
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/3.3.13/_/download/resources/com.atlassian.plugins.atlassian-nav-links-plugin:administration-shortcuts/adminshortcuts.js HTTP/1.1" 200 169
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.3.13/_/download/resources/com.atlassian.plugins.atlassian-nav-links-plugin:rotp-projectshortcuts/projectshortcuts.js?locale=fr-FR HTTP/1.1" 200 4760
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/3.3.13/_/download/resources/com.atlassian.plugins.atlassian-nav-links-plugin:atlassian-ui-popup-display-controller/DisplayController.js HTTP/1.1" 200 1628
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-issue-link-web-plugin:issue-link-web-link/issuelink-weblink.js?locale=fr-FR HTTP/1.1" 200 1765
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/3.3.13/_/download/resources/com.atlassian.plugins.atlassian-nav-links-plugin:rotp-projectshortcuts/projectshortcuts-soy.js?locale=fr-FR HTTP/1.1" 200 3197
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:user-pickers/userPickerUtil.js?locale=fr-FR HTTP/1.1" 200 988
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:user-pickers/initSingleUserPickers.js?locale=fr-FR HTTP/1.1" 200 1229
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:user-pickers/NoBrowseUserNamePicker.js?locale=fr-FR HTTP/1.1" 200 5744
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:user-pickers/initMultiUserPickers.js?locale=fr-FR HTTP/1.1" 200 1454
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/adminhelper-common-html.js?locale=fr-FR HTTP/1.1" 200 2722
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/adminhelper-IssuePicker.js?locale=fr-FR HTTP/1.1" 200 2170
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/3.13/_/download/resources/com.atlassian.jira.project-templates-plugin:project-templates-plugin-resources/AddProject.soy.js?locale=fr-FR HTTP/1.1" 200 7378
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/whereismycf-init.js?locale=fr-FR HTTP/1.1" 200 3524
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/whereismycf-dialog.js?locale=fr-FR HTTP/1.1" 200 11424
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/whereismycf-dialog-html.js?locale=fr-FR HTTP/1.1" 200 4660
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/permission-helper-dialog.js?locale=fr-FR HTTP/1.1" 200 4747
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/permission-helper-ui.js?locale=fr-FR HTTP/1.1" 200 13491
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/permission-helper-dialog-html.js?locale=fr-FR HTTP/1.1" 200 8481
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/permission-helper-init.js?locale=fr-FR HTTP/1.1" 200 2053
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/notification-helper-dialog.js?locale=fr-FR HTTP/1.1" 200 4671
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/notification-helper-ui.js?locale=fr-FR HTTP/1.1" 200 13833
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/notification-helper-init.js?locale=fr-FR HTTP/1.1" 200 2160
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/1.19.2/_/download/resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/notification-helper-dialog-html.js?locale=fr-FR HTTP/1.1" 200 7372
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/jira-amd.js?locale=fr-FR HTTP/1.1" 200 114
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/aui-amd.js?locale=fr-FR HTTP/1.1" 200 332
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/1.44/_/download/resources/com.atlassian.plugins.browser.metrics.browser-metrics-plugin:browser-metrics/browser-metrics-legacy.js HTTP/1.1" 200 10774
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/jquery-amd.js?locale=fr-FR HTTP/1.1" 200 138
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/i18n.js?locale=fr-FR HTTP/1.1" 200 677
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/Parser.js?locale=fr-FR HTTP/1.1" 200 1114
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/IssueDropZone.js?locale=fr-FR HTTP/1.1" 200 9353
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/FormDropZone.js?locale=fr-FR HTTP/1.1" 200 4557
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/AttachFilesDropZone.js?locale=fr-FR HTTP/1.1" 200 1118
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/CreateIssueDropZone.js?locale=fr-FR HTTP/1.1" 200 677
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/TemporaryAttachments.js?locale=fr-FR HTTP/1.1" 200 502
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/ProjectUploadProgressBar.js?locale=fr-FR HTTP/1.1" 200 665
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/UploadProgressBar.js?locale=fr-FR HTTP/1.1" 200 9362
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/FileIconUtil.js?locale=fr-FR HTTP/1.1" 200 2593
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/CreateIssueDropZone.soy.js?locale=fr-FR HTTP/1.1" 200 879
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/IssueDropZone.soy.js?locale=fr-FR HTTP/1.1" 200 949
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/AttachFilesDropZone.soy.js?locale=fr-FR HTTP/1.1" 200 768
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript-init/initIssueDropZone.js HTTP/1.1" 200 3385
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/3.2.2/_/download/resources/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:drag-and-drop-attachment-javascript/UploadProgressBar.soy.js?locale=fr-FR HTTP/1.1" 200 1079
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.13/_/download/resources/com.atlassian.jira-core-project-templates:jira-sample-project-resources/DemoProjectTemplate.js?locale=fr-FR HTTP/1.1" 200 1079
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/3.13/_/download/resources/com.atlassian.jira-core-project-templates:jira-sample-project-resources/CoreProjectTemplates.soy.js?locale=fr-FR HTTP/1.1" 200 888
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/3.13/_/download/resources/com.atlassian.jira-core-project-templates:jira-sample-project-resources/IssueTrackingTemplates.soy.js?locale=fr-FR HTTP/1.1" 200 2273
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/0.27/_/download/resources/com.atlassian.jira.plugins.jira-software-plugin:jira-software-project-template-resources/SoftwareDevelopmentTemplate.soy.js?locale=fr-FR HTTP/1.1" 200 2125
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/4.3.5/_/download/resources/com.atlassian.applinks.applinks-plugin:applinks-util-js/fecru-compatibility.js HTTP/1.1" 200 119
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/4.3.5/_/download/resources/com.atlassian.applinks.applinks-plugin:applinks-util-js/rest-service.js HTTP/1.1" 200 35297
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/4.3.5/_/download/resources/com.atlassian.applinks.applinks-plugin:applinks-util-js/autocomplete.js HTTP/1.1" 200 12468
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/4.3.5/_/download/resources/com.atlassian.applinks.applinks-plugin:applinks-util-js/json2.js HTTP/1.1" 200 17410
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/4.3.5/_/download/resources/com.atlassian.applinks.applinks-plugin:applinks-util-js/wizard.js HTTP/1.1" 200 10002
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/4.3.5/_/download/resources/com.atlassian.applinks.applinks-plugin:applinks-util-js/urls.js HTTP/1.1" 200 1624
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/4.3.5/_/download/resources/com.atlassian.applinks.applinks-plugin:applinks-util-js/applinkwizard.js HTTP/1.1" 200 13625
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-issue-link-applinks-common-plugin:issue-link-applinks/issuelink-applinks.js?locale=fr-FR HTTP/1.1" 200 7702
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-issue-link-remote-jira-plugin:issue-link-remote-jira-js/issuelink-jira.js?locale=fr-FR HTTP/1.1" 200 3207
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:jqlautocomplete/initJQLAutoComplete.js?locale=fr-FR HTTP/1.1" 200 2163
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/2.4/_/download/resources/com.atlassian.labs.fastdev-plugin:livereload-resources/dttoolbar.reload.js HTTP/1.1" 200 4898
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-issue-link-remote-jira-plugin:issue-link-jira-search-js/js/issuelink-jira-jqlautocomplete.js?locale=fr-FR HTTP/1.1" 200 2344
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:jqlautocomplete/JQLAutoComplete.js?locale=fr-FR HTTP/1.1" 200 120838
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-issue-link-confluence-plugin:issue-link-confluence-js/issuelink-confluence.js?locale=fr-FR HTTP/1.1" 200 728
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-issue-link-remote-jira-plugin:issue-link-jira-search-js/js/issuelink-jira-search.js?locale=fr-FR HTTP/1.1" 200 12183
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-issue-link-confluence-plugin:confluence-page-resource/templates/dialog/searchresult-html.js?locale=fr-FR HTTP/1.1" 200 4968
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR3c00tt/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-issue-link-remote-jira-plugin:issue-link-jira-search-js/templates/dialog/linkjiraissue-search-html.js?locale=fr-FR HTTP/1.1" 200 5407
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-issue-link-confluence-plugin:confluence-page-resource/js/ConfluencePageSearch.js?locale=fr-FR HTTP/1.1" 200 8958
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:jira-analytics/analytics-general.js HTTP/1.1" 200 3541
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.21/_/download/resources/com.atlassian.jira.jira-invite-user-plugin:inviteuser-signup-resources/inviteuser-signup.js?locale=fr-FR HTTP/1.1" 200 580
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:avatar-picker/Avatar.js?locale=fr-FR HTTP/1.1" 200 3465
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:avatar-picker/avataror.js?locale=fr-FR HTTP/1.1" 200 11077
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:avatar-picker/AvatarManager.js?locale=fr-FR HTTP/1.1" 200 9838
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:avatar-picker/AvatarStore.js?locale=fr-FR HTTP/1.1" 200 16037
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:avatar-picker/AvatarUtil.js?locale=fr-FR HTTP/1.1" 200 5677
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/3.5.20/_/download/resources/com.atlassian.support.stp:stp-license-status-resources/stp-licenseStatus.js?locale=fr-FR HTTP/1.1" 200 5
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:avatar-picker/AvatarPicker.js?locale=fr-FR HTTP/1.1" 200 17874
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/0eb908548c0c068c3d87968a10052d24-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:avatar-picker/GravatarUtils.js?locale=fr-FR HTTP/1.1" 200 1069
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:avatar-picker-trigger/initAvatarPickerTrigger.js HTTP/1.1" 200 4500
192.168.123.146 - - [21/Jul/2015:14:48:14 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR3c00tt/64019/3/1.0/_/download/resources/jira.webresources:croneditor/croneditor.js HTTP/1.1" 200 2658
