127.0.0.1 - - [21/Jul/2015:14:47:23 +0200] "GET /cargocpc/index.html HTTP/1.1" 200 124
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/1.0/_/download/resources/jira.webresources:jira-fields/initCommentControls.js?locale=fr-FR HTTP/1.1" 200 832
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/1.0/_/download/resources/jira.webresources:jira-fields/initPriorityPickers.js?locale=fr-FR HTTP/1.1" 200 491
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/1.0/_/download/resources/jira.webresources:jira-fields/initLogWorkControls.js?locale=fr-FR HTTP/1.1" 200 2415
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/1.0/_/download/resources/jira.webresources:jira-fields/initInlineAttach.js?locale=fr-FR HTTP/1.1" 200 647
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/2.4.17/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-form/quick-form-namespace.js?locale=fr-FR HTTP/1.1" 200 42
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/1.0/_/download/resources/jira.webresources:jira-project-issuetype-fields/initIssueTypePickers.js?locale=fr-FR HTTP/1.1" 200 678
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/2.4.17/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-form/quick-form-model.js?locale=fr-FR HTTP/1.1" 200 11182
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/2.4.17/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-form/quick-form-util.js?locale=fr-FR HTTP/1.1" 200 6020
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR32qq3h/64019/3/2.4.17/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-form/quick-form-templates.js?locale=fr-FR HTTP/1.1" 200 2538
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/2.4.17/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-form/quick-form-field.js?locale=fr-FR HTTP/1.1" 200 3299
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/2.4.17/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-form/quick-form-picker.js?locale=fr-FR HTTP/1.1" 200 8791
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/2.4.17/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-form/quick-form-container.js?locale=fr-FR HTTP/1.1" 200 10331
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/2.4.17/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-create-issue/issue-create.js?locale=fr-FR HTTP/1.1" 200 30376
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/2.4.17/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-form/quick-form-form.js?locale=fr-FR HTTP/1.1" 200 24254
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-preffilable-create-issue-dialog/prefillable-create-issue-dialog.js?locale=fr-FR HTTP/1.1" 200 6995
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR32qq3h/64019/3/2.4.17/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-create-issue/issue-edit-templates.js?locale=fr-FR HTTP/1.1" 200 8140
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-possibleValues-collection.js?locale=fr-FR HTTP/1.1" 200 2575
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/jira-inline-issue-create-widget-templates.js?locale=fr-FR HTTP/1.1" 200 5751
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-issueTypes-collection.js?locale=fr-FR HTTP/1.1" 200 514
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-project-model.js?locale=fr-FR HTTP/1.1" 200 257
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR32qq3h/64019/3/1.0/_/download/resources/jira.webresources:jira-fields/field-templates.js?locale=fr-FR HTTP/1.1" 200 2186
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-inline-issue.js?locale=fr-FR HTTP/1.1" 200 897
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-issueType-model.js?locale=fr-FR HTTP/1.1" 200 429
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-projects-collection.js?locale=fr-FR HTTP/1.1" 200 496
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-inline-bootstrap.js?locale=fr-FR HTTP/1.1" 200 3677
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-issueTypeDropdownItem-view.js?locale=fr-FR HTTP/1.1" 200 723
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-defaultTrigger.js?locale=fr-FR HTTP/1.1" 200 1246
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-description-view.js?locale=fr-FR HTTP/1.1" 200 1374
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-widget-model.js?locale=fr-FR HTTP/1.1" 200 4894
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-widget-view.js?locale=fr-FR HTTP/1.1" 200 8283
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-widget.js?locale=fr-FR HTTP/1.1" 200 14304
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-analytics.js?locale=fr-FR HTTP/1.1" 200 1760
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-onboarding-assets-plugin:create-issues-component/create-issues-issue-creator.js?locale=fr-FR HTTP/1.1" 200 3140
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-onboarding-assets-plugin:create-issues-component/create-issues-sequence-view.js?locale=fr-FR HTTP/1.1" 200 2346
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-issueTypeDropdown-view.js?locale=fr-FR HTTP/1.1" 200 6614
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/0.3.3/_/download/resources/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/inline-issue-create-widget-group.js?locale=fr-FR HTTP/1.1" 200 3837
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-onboarding-assets-plugin:create-issues-component/create-issues-sequence.js?locale=fr-FR HTTP/1.1" 200 2604
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:curl/curl-config.js HTTP/1.1" 200 193
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:curl/curl.js HTTP/1.1" 200 37445
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR32qq3h/64019/3/1.0/_/download/resources/jira.webresources:field-templates/singleUserPicker.js?locale=fr-FR HTTP/1.1" 200 3366
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-onboarding-assets-plugin:create-issues-component/create-issues-sequence.soy.js?locale=fr-FR HTTP/1.1" 200 4421
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR32qq3h/64019/3/1.0/_/download/resources/jira.webresources:field-templates/assigneeField.js?locale=fr-FR HTTP/1.1" 200 1552
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:curl/css.js HTTP/1.1" 200 17195
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:curl/js.js HTTP/1.1" 200 5753
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:web-resource-manager/wrm/underscore.js HTTP/1.1" 200 1549
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:web-resource-manager/wrm/jquery.js HTTP/1.1" 200 121
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:web-resource-manager/wrm/ie-only-filter.js HTTP/1.1" 200 319
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:web-resource-manager/wrm/conditional-comment-filter.js HTTP/1.1" 200 2010
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:web-resource-manager/wrm/resource-base-url-pattern.js HTTP/1.1" 200 206
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:web-resource-manager/wrm/index.js HTTP/1.1" 200 299
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:web-resource-manager/wrm/require-handler.js HTTP/1.1" 200 8582
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/3.1.8/_/download/resources/com.atlassian.plugins.atlassian-plugins-webresource-rest:web-resource-manager/wrm/builder.js HTTP/1.1" 200 4095
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-onboarding-assets-plugin:assign-issues-component/issue-assignee-picker-widget.js?locale=fr-FR HTTP/1.1" 200 3241
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-onboarding-assets-plugin:jira-first-use-flow/JIRAFirstUseFlow.js HTTP/1.1" 200 7176
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-onboarding-assets-plugin:assign-issues-component/assign-issues-sequence-view.js?locale=fr-FR HTTP/1.1" 200 2935
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-onboarding-assets-plugin:decorator-resources/onboarding-decorator.js?locale=fr-FR HTTP/1.1" 200 461
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/fr_FR32qq3h/64019/3/_/images/icon-jira-logo.png HTTP/1.1" 304 -
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/rest/api/1.0/shortcuts/64019/6c382cc86edd735362848a93fc482001/shortcuts.js HTTP/1.1" 200 1369
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/25d1567edcd9737e0231c8b04fe4dc03-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-onboarding-assets-plugin:assign-issues-component/assign-issues-sequence.js?locale=fr-FR HTTP/1.1" 200 2714
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/s/1f110918f0bf91d966e7a0b7806356e0-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-onboarding-assets-plugin:assign-issues-component/assign-issues-sequence.soy.js?locale=fr-FR HTTP/1.1" 200 5051
192.168.123.146 - - [21/Jul/2015:14:48:23 +0200] "GET /jira/secure/useravatar?size=small&avatarId=10122 HTTP/1.1" 200 1331
192.168.123.146 - - [21/Jul/2015:14:48:24 +0200] "GET /jira/s/6d7fc6d7141d92b4812cac47ead7cf24-CDN/fr_FR32qq3h/64019/3/2/_/download/superbatch/js/batch.js?source=webContextStatic&locale=fr-FR HTTP/1.1" 200 2310483
192.168.123.146 - - [21/Jul/2015:14:48:26 +0200] "GET /jira/s/0d9d9cbbbeb755a5085263a639e769af-CDN/fr_FR32qq3h/64019/3/2/_/download/superbatch/css/batch.css HTTP/1.1" 200 283691
192.168.123.146 - - [21/Jul/2015:14:48:26 +0200] "GET /jira/s/fr_FR32qq3h/64019/3/5.7.27/_/download/resources/com.atlassian.auiplugin:aui-experimental-iconfont/atlassian-icons.woff HTTP/1.1" 200 54765
192.168.123.146 - - [21/Jul/2015:14:48:26 +0200] "GET /jira/secure/useravatar?avatarId=10122 HTTP/1.1" 200 3264
192.168.123.146 - - [21/Jul/2015:14:48:26 +0200] "GET /jira/s/fr_FR32qq3h/64019/3/_/favicon.ico HTTP/1.1" 200 6093
192.168.123.146 - - [21/Jul/2015:14:48:27 +0200] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:48:59 +0200] "GET /jira/secure/projectavatar?avatarId=10011 HTTP/1.1" 200 4026
192.168.123.146 - - [21/Jul/2015:14:48:59 +0200] "POST /jira/rest/onboarding/1.0/flow/jiraFirstUseFlow/sequence/current/nutshell HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:01 +0200] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:08 +0200] "GET /jira/s/fr_FR32qq3h/64019/3/1.0/_/images/icons/sprites/icons_module.png HTTP/1.1" 304 -
192.168.123.146 - - [21/Jul/2015:14:49:11 +0200] "POST /jira/rest/onboarding/1.0/flow/jiraFirstUseFlow/sequence/current/createProject HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:11 +0200] "GET /jira/s/fr_FR32qq3h/64019/3/1.0/_/images/icons/wait.gif HTTP/1.1" 200 1553
192.168.123.146 - - [21/Jul/2015:14:49:12 +0200] "GET /jira/rest/api/latest/project?_=1437482951397 HTTP/1.1" 200 12
192.168.123.146 - - [21/Jul/2015:14:49:16 +0200] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:17 +0200] "GET /jira/rest/api/latest/projectvalidate/key?key=TEST&_=1437482957665 HTTP/1.1" 200 43
192.168.123.146 - - [21/Jul/2015:14:49:19 +0200] "GET /jira/rest/project-templates/1.0/templates?_=1437482959591 HTTP/1.1" 200 6934
192.168.123.146 - - [21/Jul/2015:14:49:20 +0200] "POST /jira/rest/project-templates/1.0/templates HTTP/1.1" 200 191
192.168.123.146 - - [21/Jul/2015:14:49:20 +0200] "POST /jira/rest/onboarding/1.0/flow/jiraFirstUseFlow/sequence/current/loading:createIssues HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:20 +0200] "GET /jira/rest/api/2/mypermissions?projectKey=TEST&_=1437482960913 HTTP/1.1" 200 16772
192.168.123.146 - - [21/Jul/2015:14:49:20 +0200] "POST /jira/rest/onboarding/1.0/flow/jiraFirstUseFlow/sequence/current/createIssues HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:20 +0200] "GET /jira/rest/api/2/mypermissions?projectKey=TEST&_=1437482960913 HTTP/1.1" 200 16772
192.168.123.146 - - [21/Jul/2015:14:49:21 +0200] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:21 +0200] "GET /jira/rest/inline-create/1.0/context/bootstrap?query=project%20%3D%2010000&&_=1437482960961 HTTP/1.1" 200 480
192.168.123.146 - - [21/Jul/2015:14:49:21 +0200] "GET /jira/secure/viewavatar?size=xsmall&avatarId=10400&avatarType=issuetype HTTP/1.1" 200 363
192.168.123.146 - - [21/Jul/2015:14:49:29 +0200] "POST /jira/rest/inline-create/1.0/issue HTTP/1.1" 201 186
192.168.123.146 - - [21/Jul/2015:14:49:30 +0200] "POST /jira/rest/onboarding/1.0/flow/jiraFirstUseFlow/sequence/current/loading:assignIssues HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:30 +0200] "POST /jira/rest/onboarding/1.0/flow/jiraFirstUseFlow/sequence/current/assignIssues HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:30 +0200] "POST /jira/rest/onboarding/1.0/flow/jiraFirstUseFlow/complete HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:31 +0200] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 -
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/6.3.7/_/download/resources/com.atlassian.jirafisheyeplugin:css/stash-issue-panel.css HTTP/1.1" 200 6799
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/4.3.5/_/download/resources/com.atlassian.applinks.applinks-plugin:applinks-public/applinks.public.css HTTP/1.1" 200 1128
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/6.3.7/_/download/resources/com.atlassian.jirafisheyeplugin:css/fisheye.css HTTP/1.1" 200 12525
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/cbf20eb72427076d761f47b872b31129-CDN/fr_FR32qq3h/64019/3/2.3.8-D20150310T003755/_/download/resources/com.atlassian.jira.plugins.jira-development-integration-plugin:devstatus-dialog-resources/devstatus-cta-dialog.css HTTP/1.1" 200 2953
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/344bcae287252e8322b4df871d643508-CDN/fr_FR32qq3h/64019/3/5.7.27/_/download/resources/com.atlassian.auiplugin:aui-experimental-expander/aui-experimental-expander.css HTTP/1.1" 200 1273
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/cbf20eb72427076d761f47b872b31129-CDN/fr_FR32qq3h/64019/3/2.3.8-D20150310T003755/_/download/resources/com.atlassian.jira.plugins.jira-development-integration-plugin:devstatus-dialog-resources/devstatus-panel.css HTTP/1.1" 200 5106
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/cbf20eb72427076d761f47b872b31129-CDN/fr_FR32qq3h/64019/3/2.3.8-D20150310T003755/_/download/resources/com.atlassian.jira.plugins.jira-development-integration-plugin:devstatus-dialog-resources/devstatus-viewissue-colours.css HTTP/1.1" 200 2328
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/0.64/_/download/resources/com.atlassian.plugins.helptips.jira-help-tips:common/helptip.css HTTP/1.1" 200 361
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/e388fe645a963f66508a2db12ba4430c-CDN/fr_FR32qq3h/64019/3/2.3.8-D20150310T003755/_/download/resources/com.atlassian.jira.plugins.jira-development-integration-plugin:devstatus-cta-tooltip-resources/devstatus-cta-tooltip.css HTTP/1.1" 200 621
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/projects/TEST/issues HTTP/1.1" 200 194981
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/fr_FR32qq3h/64019/3/1.0/_/download/resources/jira.webresources:jquery-fancybox/fancybox.css HTTP/1.1" 200 7378
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/344bcae287252e8322b4df871d643508-CDN/fr_FR32qq3h/64019/3/5.7.27/_/download/resources/com.atlassian.auiplugin:aui-help/adg-help.css HTTP/1.1" 200 3103
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/e013f14081117b0ae4fda4fe3b484f63-CDN/fr_FR32qq3h/64019/3/6.4.4/_/download/resources/com.atlassian.jira.jira-share-plugin:share-resources/share-dialog.css HTTP/1.1" 200 1780
192.168.123.146 - - [21/Jul/2015:14:49:32 +0200] "GET /jira/s/503fa2f16c7dd0a6f1997bc9c0dbe0f7-CDN/fr_FR32qq3h/64019/3/7.0.34/_/download/resources/com.atlassian.jira.jira-project-config-plugin:custom-fields/customfields.css HTTP/1.1" 200 5915
